"","source","type","bp_length","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000145012.13","HAVANA","gene",25535,NA,"ENSG00000145012.13","protein_coding","LPP","1","OTTHUMG00000156387.5","overlapping_locus",-5.49155256997707,6.28852923414724,-46.6673761367372,4.57915911189402e-09,1.34743838303442e-06,11.7613303150377
"ENSG00000078699.21","HAVANA","gene",9457,NA,"ENSG00000078699.21","protein_coding","CBFA2T2","2","OTTHUMG00000032261.6",NA,3.77750487469505,6.57946015782451,46.0950464992754,4.93854888285093e-09,1.43776106094394e-06,11.8715783294
"ENSG00000231991.4","HAVANA","gene",1020,NA,"ENSG00000231991.4","processed_pseudogene","ANXA2P2","2","OTTHUMG00000019778.4",NA,-3.50225085159641,7.92624224875013,-46.0291030701579,4.98202767296484e-09,1.43776106094394e-06,11.9051713530402
"ENSG00000013306.15","HAVANA","gene",3526,NA,"ENSG00000013306.15","protein_coding","SLC25A39","1","OTTHUMG00000132628.3",NA,3.18762911429971,6.94738341161444,45.9729970514296,5.01937098018613e-09,1.43776106094394e-06,11.8840459520193
"ENSG00000157613.10","HAVANA","gene",4037,NA,"ENSG00000157613.10","protein_coding","CREB3L1","1","OTTHUMG00000166423.7",NA,-3.9037677479301,6.39715644697447,-45.875106057833,5.08530774719301e-09,1.44387053650126e-06,11.8055684704766
"ENSG00000127603.23","HAVANA","gene",43102,NA,"ENSG00000127603.23","protein_coding","MACF1","1","OTTHUMG00000007754.13","overlapping_locus",-2.99418909453979,8.16517612409454,-45.7641500537481,5.16126578203813e-09,1.45269435506965e-06,11.8681813937901
"ENSG00000179918.18","HAVANA","gene",2551,NA,"ENSG00000179918.18","protein_coding","SEPHS2","2","OTTHUMG00000176988.11","retrogene",3.97002785212965,7.15247332199885,45.6002269494202,5.27591105935738e-09,1.47216111352827e-06,11.83613705803
"ENSG00000151835.14","HAVANA","gene",15565,NA,"ENSG00000151835.14","protein_coding","SACS","1","OTTHUMG00000016562.3",NA,-3.5141949406744,6.85864338356204,-45.4899109308698,5.35473154657343e-09,1.48138419401272e-06,11.8079490370444
"ENSG00000197785.13","HAVANA","gene",3069,NA,"ENSG00000197785.13","protein_coding","ATAD3A","2","OTTHUMG00000000575.6",NA,3.1819490480227,7.13144739980828,45.3491349038146,5.45731212645909e-09,1.49169435486378e-06,11.8082911857191
"ENSG00000204262.11","HAVANA","gene",7156,NA,"ENSG00000204262.11","protein_coding","COL5A2","2","OTTHUMG00000149842.2","ncRNA_host",-10.8201340818087,5.65711302262111,-45.2974325654047,5.49555884487248e-09,1.49169435486378e-06,9.96260497609599
"ENSG00000198467.13","HAVANA","gene",4047,NA,"ENSG00000198467.13","protein_coding","TPM2","2","OTTHUMG00000019878.3",NA,-3.8840484808824,8.11057639866096,-45.2259328216797,5.54896527117689e-09,1.49169435486378e-06,11.7973047896283
"ENSG00000160957.12","HAVANA","gene",4236,NA,"ENSG00000160957.12","protein_coding","RECQL4","2","OTTHUMG00000165178.6",NA,4.16922366528904,5.80688560758003,45.0471422606676,5.68517405935804e-09,1.49169435486378e-06,11.6361782271211
"ENSG00000180448.10","HAVANA","gene",6238,NA,"ENSG00000180448.10","protein_coding","ARHGAP45","1","OTTHUMG00000181871.5",NA,4.9111398357961,5.30662521971771,45.0420689558441,5.68909541913436e-09,1.49169435486378e-06,11.4432754011894
"ENSG00000103187.7","HAVANA","gene",6762,NA,"ENSG00000103187.7","protein_coding","COTL1","2","OTTHUMG00000137634.4",NA,-4.32694038464358,6.37269764520978,-45.0248326628928,5.70244154528253e-09,1.49169435486378e-06,11.6794535897517
"ENSG00000049323.15","HAVANA","gene",7329,NA,"ENSG00000049323.15","protein_coding","LTBP1","1","OTTHUMG00000152118.14","ncRNA_host",-5.22602568705284,6.03564162830031,-45.0091738920308,5.7145977509611e-09,1.49169435486378e-06,11.5441206551636
"ENSG00000144824.20","HAVANA","gene",12309,NA,"ENSG00000144824.20","protein_coding","PHLDB2","1","OTTHUMG00000159282.3","overlapping_locus",-7.17848102232238,5.39572310127566,-44.9005586390068,5.79975198554885e-09,1.50181097814596e-06,10.9269673662888
"ENSG00000119333.11","HAVANA","gene",2604,NA,"ENSG00000119333.11","protein_coding","WDR34","2","OTTHUMG00000020750.2",NA,4.29592661941016,5.79425382877366,44.6842456484894,5.97377475598503e-09,1.50455324310692e-06,11.582526679671
"ENSG00000058668.14","HAVANA","gene",9721,NA,"ENSG00000058668.14","protein_coding","ATP2B4","2","OTTHUMG00000035906.4","ncRNA_host",-3.00757359305955,7.24390108288499,-44.6489370008609,6.00275312094689e-09,1.50455324310692e-06,11.7155923446948
"ENSG00000048028.11","HAVANA","gene",5719,NA,"ENSG00000048028.11","protein_coding","USP28","1","OTTHUMG00000168205.3","overlapping_locus",3.39580891757933,6.51661329319714,44.6229460587863,6.02418873755929e-09,1.50455324310692e-06,11.6884149292752
"ENSG00000176619.12","HAVANA","gene",5432,NA,"ENSG00000176619.12","protein_coding","LMNB2","2","OTTHUMG00000150626.5","overlapping_locus",2.49374157904558,8.55642807919231,44.6085204256,6.03612444413035e-09,1.50455324310692e-06,11.6951673022238
"ENSG00000112559.13","HAVANA","gene",2523,NA,"ENSG00000112559.13","protein_coding","MDFI","2","OTTHUMG00000014681.6",NA,4.287661034813,6.19762410658386,44.5803808657085,6.05948619957039e-09,1.50455324310692e-06,11.6304911431153
"ENSG00000101255.10","HAVANA","gene",3434,NA,"ENSG00000101255.10","protein_coding","TRIB3","2","OTTHUMG00000031627.5",NA,3.45740912662456,6.71644305408223,44.5447257280668,6.08923859512503e-09,1.50455324310692e-06,11.6872274844542
"ENSG00000106624.10","HAVANA","gene",4955,NA,"ENSG00000106624.10","protein_coding","AEBP1","1","OTTHUMG00000023362.20","ncRNA_host",-4.41471154625306,5.83916378568442,-44.4536224888735,6.16603413683182e-09,1.51198631015888e-06,11.5131173076433
"ENSG00000137818.11","HAVANA","gene",3271,NA,"ENSG00000137818.11","protein_coding","RPLP1","2","OTTHUMG00000172087.2",NA,2.69372094146511,10.0599037584951,44.1558217015036,6.42503738016708e-09,1.51682606924699e-06,11.5587734084883
"ENSG00000105229.6","HAVANA","gene",3646,NA,"ENSG00000105229.6","protein_coding","PIAS4","2","OTTHUMG00000181759.2",NA,3.87510155878068,6.16281538027326,44.049610253866,6.52045583439751e-09,1.51682606924699e-06,11.5761212105827
"ENSG00000100934.14","HAVANA","gene",8945,NA,"ENSG00000100934.14","protein_coding","SEC23A","1","OTTHUMG00000028812.6",NA,-3.32095839472848,6.95124821607038,-44.0351290987319,6.53359263964656e-09,1.51682606924699e-06,11.623984027851
"ENSG00000169710.8","HAVANA","gene",9364,NA,"ENSG00000169710.8","protein_coding","FASN","2","OTTHUMG00000178527.5",NA,4.21755568453737,9.61996291569653,43.9905724070336,6.57420632501597e-09,1.51682606924699e-06,11.5757239238478
"ENSG00000167967.15","HAVANA","gene",6402,NA,"ENSG00000167967.15","protein_coding","E4F1","2","OTTHUMG00000177084.2",NA,3.99298801639857,6.24846661322235,43.8871821199208,6.66958301108e-09,1.51682606924699e-06,11.5598441863636
"ENSG00000228594.3","HAVANA","gene",2085,NA,"ENSG00000228594.3","protein_coding","FNDC10","2","OTTHUMG00000154864.4",NA,5.17732002691976,5.1393713201626,43.8801414224138,6.67613628360078e-09,1.51682606924699e-06,11.2270935567842
"ENSG00000170638.9","HAVANA","gene",3153,NA,"ENSG00000170638.9","protein_coding","TRABD","1","OTTHUMG00000044644.3",NA,3.91484405240469,6.46757154815808,43.8722267650549,6.68351195034527e-09,1.51682606924699e-06,11.5777841082394
"ENSG00000262814.7","HAVANA","gene",1028,NA,"ENSG00000262814.7","protein_coding","MRPL12","2","OTTHUMG00000178171.1","overlapping_locus",4.25772762196234,6.89559191088379,43.837239967759,6.71622983040593e-09,1.51682606924699e-06,11.5909250978214
"ENSG00000182197.10","HAVANA","gene",8325,NA,"ENSG00000182197.10","protein_coding","EXT1","2","OTTHUMG00000059718.5",NA,-4.15959463950618,6.0312650580216,-43.8278571511045,6.72503580112501e-09,1.51682606924699e-06,11.4925108439353
"ENSG00000068078.17","HAVANA","gene",4834,NA,"ENSG00000068078.17","protein_coding","FGFR3","1","OTTHUMG00000121148.5",NA,7.06208065665232,5.36741256919763,43.7741793792806,6.77567230551356e-09,1.51682606924699e-06,10.964804681621
"ENSG00000099821.13","HAVANA","gene",5124,NA,"ENSG00000099821.13","protein_coding","POLRMT","2","OTTHUMG00000180611.11",NA,4.26423663162176,7.2182364204897,43.7553015893641,6.79358576693832e-09,1.51682606924699e-06,11.590237339703
"ENSG00000173801.16","HAVANA","gene",4942,NA,"ENSG00000173801.16","protein_coding","JUP","2","OTTHUMG00000133494.9",NA,3.43386454685399,7.2563812493942,43.6758195965713,6.86961399607749e-09,1.51682606924699e-06,11.5832704326295
"ENSG00000104765.15","HAVANA","gene",4307,NA,"ENSG00000104765.15","protein_coding","BNIP3L","1","OTTHUMG00000099433.3","overlapping_locus",-5.43018997909213,5.16001975548762,-43.660377406426,6.88449967107422e-09,1.51682606924699e-06,11.0777489935117
"ENSG00000011304.19","HAVANA","gene",6883,NA,"ENSG00000011304.19","protein_coding","PTBP1","2","OTTHUMG00000181789.12","ncRNA_host",2.39005190067374,9.34625929243147,43.57574678091,6.96674927551414e-09,1.51682606924699e-06,11.5107180553136
"ENSG00000072682.18","HAVANA","gene",8502,NA,"ENSG00000072682.18","protein_coding","P4HA2","1","OTTHUMG00000059647.11","ncRNA_host",-5.52486309964815,5.7248291962893,-43.5684525330059,6.97389162040775e-09,1.51682606924699e-06,11.2588953168554
"ENSG00000138829.11","HAVANA","gene",13196,NA,"ENSG00000138829.11","protein_coding","FBN2","1","OTTHUMG00000163082.2","ncRNA_host",-9.3097721387621,4.65710357268805,-43.5114612555959,7.02999006739405e-09,1.51682606924699e-06,9.6524636972872
"ENSG00000127564.16","HAVANA","gene",5034,NA,"ENSG00000127564.16","protein_coding","PKMYT1","1","OTTHUMG00000128975.3",NA,4.46833276966199,6.00564820007105,43.5096463612386,7.03178512957337e-09,1.51682606924699e-06,11.463072653165
"ENSG00000106333.12","HAVANA","gene",3532,NA,"ENSG00000106333.12","protein_coding","PCOLCE","2","OTTHUMG00000156675.1",NA,-3.86506502569028,5.98195615727435,-43.4806904586222,7.06049680705913e-09,1.51682606924699e-06,11.4588791583991
"ENSG00000115677.16","HAVANA","gene",12182,NA,"ENSG00000115677.16","protein_coding","HDLBP","1","OTTHUMG00000133391.9",NA,-2.29383237286113,9.35050592694997,-43.2972801839765,7.24555834880088e-09,1.51682606924699e-06,11.4722525368748
"ENSG00000167775.10","HAVANA","gene",2277,NA,"ENSG00000167775.10","protein_coding","CD320","2","OTTHUMG00000182457.2","overlapping_locus",4.44185367655261,6.06296477569825,43.2527127970431,7.29137472059386e-09,1.51682606924699e-06,11.4396837213243
"ENSG00000148296.6","HAVANA","gene",4626,NA,"ENSG00000148296.6","protein_coding","SURF6","2","OTTHUMG00000020871.3",NA,3.65906224572895,6.58496551889162,43.2323817609234,7.31238733083263e-09,1.51682606924699e-06,11.5038815851633
"ENSG00000187942.11","HAVANA","gene",4490,NA,"ENSG00000187942.11","protein_coding","LDLRAD2","2","OTTHUMG00000002675.1",NA,-4.48460592556647,5.67781065488743,-43.2172553764683,7.32806648447244e-09,1.51682606924699e-06,11.3255994908754
"ENSG00000259627.1","HAVANA","gene",691,NA,"ENSG00000259627.1","antisense","RP11-244F12.2","2","OTTHUMG00000172146.1",NA,-5.00140045573457,5.62583993090572,-43.2079747735128,7.33770557574494e-09,1.51682606924699e-06,11.2557434916619
"ENSG00000024422.11","HAVANA","gene",3923,NA,"ENSG00000024422.11","protein_coding","EHD2","2","OTTHUMG00000183266.1","overlapping_locus",-5.25422117753785,6.19231351905648,-43.1573993821479,7.3904943158119e-09,1.51682606924699e-06,11.3602740797223
"ENSG00000276045.2","HAVANA","gene",2262,NA,"ENSG00000276045.2","protein_coding","ORAI1","2","OTTHUMG00000169073.3",NA,4.21536814270404,5.65046902729564,43.1465326401963,7.40189416369138e-09,1.51682606924699e-06,11.376681784004
"ENSG00000111799.20","HAVANA","gene",12481,NA,"ENSG00000111799.20","protein_coding","COL12A1","1","OTTHUMG00000015051.7",NA,-9.24971417787545,4.62714794046999,-43.1420242151594,7.40662976381146e-09,1.51682606924699e-06,9.62991681546351
"ENSG00000141753.6","HAVANA","gene",2200,NA,"ENSG00000141753.6","protein_coding","IGFBP4","2","OTTHUMG00000133326.1",NA,-6.90296860151091,4.77684162910579,-43.0219633839752,7.53404563598340e-09,1.51682606924699e-06,10.4922386502469
"ENSG00000074071.14","HAVANA","gene",1097,NA,"ENSG00000074071.14","protein_coding","MRPS34","2","OTTHUMG00000128636.2",NA,3.53418865360136,6.5422845738845,42.999564683546,7.55809757330002e-09,1.51682606924699e-06,11.4719694946115
"ENSG00000164574.15","HAVANA","gene",10496,NA,"ENSG00000164574.15","protein_coding","GALNT10","2","OTTHUMG00000130145.4","overlapping_locus",-4.13142448498339,5.87772260060532,-42.9797861783837,7.57941015204386e-09,1.51682606924699e-06,11.3643138207524
"ENSG00000166949.15","HAVANA","gene",9113,NA,"ENSG00000166949.15","protein_coding","SMAD3","1","OTTHUMG00000133230.5",NA,-5.55550733591901,5.34788213620208,-42.9684766674021,7.59162825068008e-09,1.51682606924699e-06,11.0587492926653
"ENSG00000085872.14","HAVANA","gene",6113,NA,"ENSG00000085872.14","protein_coding","CHERP","1","OTTHUMG00000169304.2","overlapping_locus",2.89872903196236,7.1230962601878,42.8740801388116,7.69450642628695e-09,1.52787338754326e-06,11.4707234383115
"ENSG00000262660.1","HAVANA","gene",1922,NA,"ENSG00000262660.1","protein_coding","RP13-1032I1.10","2","OTTHUMG00000178172.1","overlapping_locus",3.60418715762554,6.32111125757302,42.831605222368,7.74132586372637e-09,1.52787338754326e-06,11.4363308012417
"ENSG00000152601.17","HAVANA","gene",9989,NA,"ENSG00000152601.17","protein_coding","MBNL1","1","OTTHUMG00000159163.4","ncRNA_host",-4.85392556279358,5.88434325706515,-42.6196821645087,7.97993187842146e-09,1.55654681385429e-06,11.2652002422409
"ENSG00000171992.12","HAVANA","gene",10258,NA,"ENSG00000171992.12","protein_coding","SYNPO","2","OTTHUMG00000130078.2",NA,-6.90670872217485,5.10759543496058,-42.6171932174764,7.98278457426509e-09,1.55654681385429e-06,10.6388238284964
"ENSG00000185885.15","HAVANA","gene",1080,NA,"ENSG00000185885.15","protein_coding","IFITM1","2","OTTHUMG00000165359.2","overlapping_locus",4.54366679915642,5.26764273843931,42.5571275314995,8.05198944100394e-09,1.56063948638572e-06,11.1963352708543
"ENSG00000130764.9","HAVANA","gene",4516,NA,"ENSG00000130764.9","protein_coding","LRRC47","2","OTTHUMG00000003506.3",NA,3.25886144627847,6.70924429550587,42.3780908907169,8.26244190245254e-09,1.59076271498613e-06,11.3939823378503
"ENSG00000197905.8","HAVANA","gene",2272,NA,"ENSG00000197905.8","protein_coding","TEAD4","2","OTTHUMG00000168153.2",NA,3.55354137804064,5.95973950755803,42.2859148478945,8.37328223599216e-09,1.59076271498613e-06,11.3367173531029
"ENSG00000073849.14","HAVANA","gene",9151,NA,"ENSG00000073849.14","protein_coding","ST6GAL1","1","OTTHUMG00000156500.3",NA,5.2520141323563,5.78929322637642,42.2856876196758,8.37355760233272e-09,1.59076271498613e-06,11.2175682695934
"ENSG00000174807.3","HAVANA","gene",2558,NA,"ENSG00000174807.3","protein_coding","CD248","2","OTTHUMG00000167073.2",NA,-5.44285223717693,5.3444889322291,-42.163165638101,8.52358093195105e-09,1.59076271498613e-06,10.9881581054447
"ENSG00000167552.13","HAVANA","gene",3421,NA,"ENSG00000167552.13","protein_coding","TUBA1A","1","OTTHUMG00000169511.3",NA,-3.63215156796198,7.78025884426691,-42.1544720266338,8.53434410601285e-09,1.59076271498613e-06,11.3653560307923
"ENSG00000169504.14","HAVANA","gene",4495,NA,"ENSG00000169504.14","protein_coding","CLIC4","2","OTTHUMG00000003327.4",NA,-2.32706980969596,8.63630788465894,-42.1409566919034,8.55110822979733e-09,1.59076271498613e-06,11.3309653987323
"ENSG00000269968.1","HAVANA","gene",422,NA,"ENSG00000269968.1","antisense","RP5-940J5.9","2","OTTHUMG00000183895.1",NA,-2.74836103304332,9.13894682933291,-42.140696929218,8.55143080844002e-09,1.59076271498613e-06,11.3111663797799
"ENSG00000149091.15","HAVANA","gene",10787,NA,"ENSG00000149091.15","protein_coding","DGKZ","2","OTTHUMG00000166437.8","ncRNA_host",3.09089514570943,6.65670610204315,42.0539929825,8.65989628180979e-09,1.60173441628354e-06,11.3478885792527
"ENSG00000152104.11","HAVANA","gene",18756,NA,"ENSG00000152104.11","protein_coding","PTPN14","1","OTTHUMG00000037039.3","overlapping_locus",-3.47270207622864,6.32933156283479,-41.9938597262362,8.7360616842012e-09,1.60664116246718e-06,11.3140611410303
"ENSG00000179222.17","HAVANA","gene",6016,NA,"ENSG00000179222.17","protein_coding","MAGED1","2","OTTHUMG00000021540.3","overlapping_locus",-5.47033135649789,6.49401470218033,-41.9354603695748,8.81077722712732e-09,1.6112273293088e-06,11.2423050117165
"ENSG00000161016.17","HAVANA","gene",2159,NA,"ENSG00000161016.17","protein_coding","RPL8","2","OTTHUMG00000165249.3","ncRNA_host",2.85492515516612,10.415636065158,41.8277410624323,8.9505498060306e-09,1.62759211304269e-06,11.1767594340669
"ENSG00000138674.16","HAVANA","gene",9145,NA,"ENSG00000138674.16","protein_coding","SEC31A","1","OTTHUMG00000130297.11","overlapping_locus",-2.75152656154225,7.68966179926381,-41.7806132959394,9.01251044984797e-09,1.62970356559039e-06,11.3080846767423
"ENSG00000197119.12","HAVANA","gene",7451,NA,"ENSG00000197119.12","protein_coding","SLC25A29","1","OTTHUMG00000171569.4","overlapping_locus",5.62527717554556,7.09651231611472,41.6938484468488,9.12789222573814e-09,1.62987365744801e-06,11.2834787261174
"ENSG00000170345.9","HAVANA","gene",3238,NA,"ENSG00000170345.9","protein_coding","FOS","1","OTTHUMG00000171774.3",NA,-7.21852167988133,4.61363443688455,-41.6884626705323,9.13511076636337e-09,1.62987365744801e-06,10.1968291741674
"ENSG00000172009.14","HAVANA","gene",7464,NA,"ENSG00000172009.14","protein_coding","THOP1","1","OTTHUMG00000180492.6",NA,3.36363919820632,6.75802748078462,41.6665754470878,9.164514509872e-09,1.62987365744801e-06,11.2930767051991
"ENSG00000270149.5","HAVANA","gene",2114,NA,"ENSG00000270149.5","protein_coding","RP11-544M22.13","2","OTTHUMG00000183896.1","overlapping_locus",5.80518454469127,4.60311333954138,41.5488654859774,9.32454808304199e-09,1.64927307296122e-06,10.6579578960898
"ENSG00000167513.8","HAVANA","gene",3336,NA,"ENSG00000167513.8","protein_coding","CDT1","2","OTTHUMG00000173467.2",NA,5.77359533224178,6.06925939024086,41.2622061418129,9.72805699100586e-09,1.71129211241781e-06,11.1018999721864
"ENSG00000136026.13","HAVANA","gene",3638,NA,"ENSG00000136026.13","protein_coding","CKAP4","1","OTTHUMG00000170085.2","overlapping_locus",-4.33017327078264,7.01135885917275,-41.1789350873726,9.84905140214064e-09,1.7232113285648e-06,11.2177418259301
"ENSG00000008513.14","HAVANA","gene",8729,NA,"ENSG00000008513.14","protein_coding","ST3GAL1","2","OTTHUMG00000164534.3",NA,-4.86388574148893,5.22856006774906,-41.028010868667,1.00728345314483e-08,1.74050606731153e-06,10.9032373532637
"ENSG00000225614.2","HAVANA","gene",13287,NA,"ENSG00000225614.2","protein_coding","ZNF469","2","OTTHUMG00000173151.4",NA,-3.68083775468278,6.63312257979844,-41.0176014716607,1.00884857417558e-08,1.74050606731153e-06,11.1891880380204
"ENSG00000174915.11","HAVANA","gene",6113,NA,"ENSG00000174915.11","protein_coding","PTDSS2","2","OTTHUMG00000119087.5",NA,3.62109257835161,6.43559012966548,41.0038421719911,1.01092171482504e-08,1.74050606731153e-06,11.1871049670344
"ENSG00000130479.10","HAVANA","gene",5040,NA,"ENSG00000130479.10","protein_coding","MAP1S","1","OTTHUMG00000183292.2",NA,3.10868965828099,6.70242384313776,40.9640324547275,1.01694787125358e-08,1.74161739136169e-06,11.1908096663073
